order_id,order_date,payment_method,order_total,customer_id,customer_name,area,customer_segment,product_id,product_name,category,brand,quantity,unit_price,item_total,delivery_time_minutes,distance_km,delivery_status,delivery_flag,order_month,order_type
6126334783,2024-07-03 08:33:55,Card,1588.66,6150721,Vaishnavi Master,Panihati,New,425341,Pet Treats,Pet Care,"Mani, Dhar and Muni",3,486.28,1458.84,5,2.26,On Time,On Time,2024-07,High Value
3742575364,2023-05-08 17:23:01,Wallet,4939,42723554,Pranit Wagle,Gandhinagar,Regular,240179,Cough Syrup,Pharmacy,Ram-Suri,3,90.56,271.68,2,3.47,On Time,On Time,2023-05,High Value
9272166174,2023-07-27 06:22:38,Wallet,994.56,53292177,Tanmayi Vyas,Panihati,Inactive,367391,Baby Wipes,Baby Care,Talwar and Sons,2,939.55,1879.1,2,1.13,On Time,On Time,2023-07,Normal
9416522701,2024-01-22 03:06:25,Wallet,3919.44,7551173,Chandran Sur,Ghaziabad,New,217710,Eggs,Dairy & Breakfast,Rout-Sarna,1,58.59,58.59,0,2.82,On Time,On Time,2024-01,High Value
7305871805,2024-09-11 14:29:55,Card,2028.61,96629034,Raghav Nayak,Hyderabad,Premium,853932,Baby Wipes,Baby Care,Ranganathan-Peri,3,941.19,2823.57,-1,0.87,On Time,On Time,2024-09,High Value
80296810,2024-06-05 03:37:45,Cash,4283.33,21677923,Lipika Mukhopadhyay,Kakinada,New,33955,Frozen Pizza,Instant & Frozen Food,Baral Group,2,186.08,372.16,-1,2.47,On Time,On Time,2024-06,High Value
2806868282,2024-09-26 15:13:34,Card,949.73,67952740,Sathvik Majumdar,Raebareli,Regular,661577,Cat Food,Pet Care,Majumdar PLC,3,720.95,2162.8500000000004,-3,3.65,On Time,On Time,2024-09,Normal
707033578,2024-01-30 00:32:25,UPI,951.43,14839726,Lohit Lanka,Mira-Bhayandar,Regular,820973,Baby Wipes,Baby Care,Lall LLC,1,114.52,114.52,1,3.54,On Time,On Time,2024-01,Normal
9026783092,2023-10-09 16:29:24,Wallet,3080.01,60385293,Edhitha Pandey,Medininagar,Premium,432617,Baby Wipes,Baby Care,Dora-Pillai,2,863.18,1726.36,15,4.1,Slightly Delayed,On Time,2023-10,High Value
6229466619,2023-06-05 07:14:36,Wallet,2708.73,81533356,Gauri Lala,Tiruppur,Premium,449106,Soap,Personal Care,"Shere, Thakur and Naik",2,48.55,97.1,8,1.71,Slightly Delayed,On Time,2023-06,High Value
408720270,2024-06-26 22:03:35,Cash,2501.14,37245065,Ishani Dhillon,Dibrugarh,Inactive,721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",3,417.39,1252.17,16,1.09,Significantly Delayed,On Time,2024-06,High Value
8870165072,2023-11-03 10:06:42,Card,1871.85,80517784,Udyati Dara,Raiganj,Regular,186168,Dog Food,Pet Care,"Parekh, Lad and Kadakia",1,878.8,878.8,5,0.8,On Time,On Time,2023-11,High Value
1979319490,2024-01-14 01:21:07,Wallet,3631.19,5238055,Chandani D’Alia,Guntur,Regular,243235,Cat Food,Pet Care,Batta Inc,1,109.03,109.03,4,1.06,On Time,On Time,2024-01,High Value
840761323,2024-03-09 06:15:43,UPI,3550.8,83262890,Aryan Date,Ulhasnagar,New,883013,Eggs,Dairy & Breakfast,Chahal Group,3,989.88,2969.64,4,3.99,On Time,On Time,2024-03,High Value
744721438,2024-02-25 12:46:11,Card,486.28,67092149,Daksh Atwal,Davanagere,Premium,604184,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",2,397.55,795.1,12,4.3,Slightly Delayed,On Time,2024-02,Normal
7421707488,2023-11-03 22:42:39,UPI,1065.22,80315623,Varenya Banik,Loni,New,721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",2,417.39,834.78,-4,1.44,On Time,On Time,2023-11,High Value
1212718824,2024-01-01 09:56:45,Cash,1648.44,73393269,William Varughese,Ajmer,Regular,324809,Bread,Dairy & Breakfast,Sidhu PLC,2,608,1216,-5,4.18,On Time,On Time,2024-01,High Value
9603256001,2023-05-08 15:47:46,Card,1064.76,8791577,Warda Kohli,Madhyamgram,Regular,832348,Biscuits,Snacks & Munchies,Jani-Ram,2,831.43,1662.86,12,2.98,Slightly Delayed,On Time,2023-05,High Value
5626888972,2024-04-13 17:15:30,Card,866.92,24323106,Faras Edwin,Amaravati,Inactive,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,1,321.28,321.28,3,2.32,On Time,On Time,2024-04,Normal
2300753276,2023-12-07 04:19:20,Cash,1745.73,92306841,Dakshesh Kalita,Rampur,New,764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",1,612.04,612.04,9,1.49,Slightly Delayed,On Time,2023-12,High Value
869629562,2023-05-05 21:23:44,Wallet,562.7,31831843,Aarini Bir,Machilipatnam,Inactive,237083,Cough Syrup,Pharmacy,Hayer-Banerjee,2,577.13,1154.26,-3,4.42,On Time,On Time,2023-05,Normal
3429137520,2024-03-16 19:24:52,UPI,2804.37,51048402,Leela Bhandari,Ahmedabad,Premium,993331,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",1,102.44,102.44,-3,1.67,On Time,On Time,2024-03,High Value
9957927297,2023-06-07 05:18:44,Cash,347.91,35349582,Raksha Kalla,Bhilai,Premium,449106,Soap,Personal Care,"Shere, Thakur and Naik",3,48.55,145.64999999999998,2,0.97,On Time,On Time,2023-06,Normal
202466684,2023-08-08 06:00:23,Wallet,2939.42,74840437,Rachit Arya,Korba,Inactive,642612,Pet Treats,Pet Care,Pillay-Ahuja,1,517.03,517.03,-5,1.48,On Time,On Time,2023-08,High Value
8465721207,2024-06-21 09:02:00,Cash,4707.96,30192942,Darika Raj,Jodhpur,Premium,33955,Frozen Pizza,Instant & Frozen Food,Baral Group,2,186.08,372.16,-5,2.05,On Time,On Time,2024-06,High Value
6194827199,2023-12-20 18:58:47,Cash,2702.57,41494867,Kalpit Gulati,Bongaigaon,New,555121,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",2,354.91,709.82,-4,0.62,On Time,On Time,2023-12,High Value
3942174431,2024-02-17 04:52:33,Card,758.75,84257716,Yauvani Rajan,Hazaribagh,New,764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",2,612.04,1224.08,10,3.08,Slightly Delayed,On Time,2024-02,Normal
3189863462,2024-06-17 13:27:48,Cash,1472.61,6756256,Ijaya Goel,Bellary,Premium,567671,Biscuits,Snacks & Munchies,Nagar LLC,2,418.48,836.96,-3,2.7,On Time,On Time,2024-06,High Value
5923573134,2024-02-17 20:02:29,Wallet,877.98,22800586,Jacob Lad,Bijapur,New,623234,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,2,329.79,659.58,5,2.43,On Time,On Time,2024-02,Normal
6659747528,2024-09-28 18:29:40,Wallet,1028.61,43034188,Ekaraj Bora,Sirsa,Inactive,366066,Soap,Personal Care,Mandal LLC,3,918.58,2755.7400000000002,0,2.52,On Time,On Time,2024-09,High Value
6037541687,2023-12-10 22:25:05,Wallet,681.91,86067293,Udarsh Gour,Sambalpur,Inactive,306177,Frozen Biryani,Instant & Frozen Food,Som Inc,3,769.24,2307.7200000000003,2,2.23,On Time,On Time,2023-12,Normal
2585438297,2023-08-20 12:58:45,Card,743.73,50632192,Omkaar Mander,Nadiad,Premium,14145,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",3,630.84,1892.52,5,3.99,On Time,On Time,2023-08,Normal
8065774615,2023-12-12 10:53:21,Wallet,1757.08,35705377,Wahab Bobal,Tumkur,Regular,954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,3,616.45,1849.3500000000001,25,4.95,Significantly Delayed,On Time,2023-12,High Value
1816814476,2024-11-04 13:50:21,Cash,4981.16,85198177,Charita Comar,Jammu,Premium,667163,Orange Juice,Cold Drinks & Juices,Palla LLC,2,441.2,882.4,3,0.55,On Time,On Time,2024-11,High Value
5278014717,2024-04-15 03:39:28,Cash,4687.37,31776996,Bhavya Shankar,Madanapalle,New,658389,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",1,152.55,152.55,5,4.94,On Time,On Time,2024-04,High Value
4265447949,2024-08-16 02:20:34,Card,1763.44,6150721,Vaishnavi Master,Panihati,New,784827,Baby Wipes,Baby Care,Balakrishnan Ltd,3,274.25,822.75,25,4,Significantly Delayed,On Time,2024-08,High Value
6752221435,2024-02-10 15:58:18,UPI,4214.63,64197854,Krishna Ramanathan,Bellary,Regular,760684,Rice,Grocery & Staples,Kanda-Gupta,1,71.6,71.6,4,0.55,On Time,On Time,2024-02,High Value
8943989258,2023-12-10 10:59:33,Wallet,1983.74,36675827,Xiti Chowdhury,Patiala,Inactive,578097,Nuts,Snacks & Munchies,Jha Group,1,267.61,267.61,3,0.8,On Time,On Time,2023-12,High Value
4068367936,2024-09-21 01:54:08,Wallet,4432.19,78678612,Kritika Padmanabhan,Mehsana,Premium,525531,Dog Food,Pet Care,Sandal PLC,2,831.1,1662.2,-1,3.56,On Time,On Time,2024-09,High Value
5735156904,2023-04-01 16:22:21,Card,3724.91,78841932,Bhavani Rai,Guna,Inactive,552496,Dish Soap,Household Care,Dhar PLC,1,508,508,13,4.91,Slightly Delayed,On Time,2023-04,High Value
2405929115,2024-09-09 08:59:24,Card,212.61,14940427,Sara Rajagopalan,Loni,Premium,937542,Wheat Flour,Grocery & Staples,Khurana and Sons,3,97.04,291.12,23,2.23,Significantly Delayed,On Time,2024-09,Normal
7913167260,2023-04-19 00:52:00,Card,4575.56,98307019,Omya Magar,Bangalore,New,123983,Cough Syrup,Pharmacy,Kurian-Chhabra,1,785.67,785.67,29,3.92,Significantly Delayed,On Time,2023-04,High Value
1989751369,2023-05-18 22:59:49,Card,274.25,7333934,Om Chand,Deoghar,New,837480,Cough Syrup,Pharmacy,Edwin and Sons,3,217.4,652.2,12,2.92,Slightly Delayed,On Time,2023-05,Normal
7338050095,2024-10-15 03:02:28,UPI,2181.43,3292927,Nisha Iyer,Rewa,New,257719,Eggs,Dairy & Breakfast,Chaudhuri PLC,3,281.73,845.19,-2,2.31,On Time,On Time,2024-10,High Value
9950986048,2023-09-09 08:37:21,UPI,4860.59,69863493,Yashica Madan,Junagadh,Regular,753354,Shampoo,Personal Care,Sant-Mahajan,1,423.56,423.56,3,3.9,On Time,On Time,2023-09,High Value
5098703807,2024-06-10 02:03:34,Card,3772.64,13760839,Anvi Savant,Guwahati,Premium,726958,Cat Food,Pet Care,Doctor-Patla,3,887.48,2662.44,-2,4.46,On Time,On Time,2024-06,High Value
6937485392,2023-05-23 22:47:56,Card,1509.64,30285217,Isha Sahni,Parbhani,Premium,561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,1,874.78,874.78,8,4.79,Slightly Delayed,On Time,2023-05,High Value
1266440097,2024-01-01 03:28:25,Cash,2345.34,88739922,Harrison Yogi,Madurai,Regular,949818,Biscuits,Snacks & Munchies,Yohannan Inc,2,483.05,966.1,-5,4.01,On Time,On Time,2024-01,High Value
7415490509,2023-07-08 14:04:31,UPI,1429.18,61015113,Dalaja Choudhury,Amroha,Regular,365133,Dish Soap,Household Care,Hans Inc,3,915.45,2746.3500000000004,-1,4.12,On Time,On Time,2023-07,High Value
7284991749,2023-12-10 09:28:57,Card,2817.03,65559853,Yahvi Bali,Kamarhati,Regular,961614,Chocolates,Snacks & Munchies,Goda Inc,2,227.22,454.44,-1,2.92,On Time,On Time,2023-12,High Value
4645792703,2023-12-04 23:04:48,UPI,2627.96,24043135,Edhitha Bassi,Bijapur,Inactive,734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",2,395.82,791.64,-5,2.04,On Time,On Time,2023-12,High Value
3174938939,2023-03-27 06:15:38,Wallet,3597.75,95736310,Bishakha Vora,Morbi,Premium,365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,3,229.38,688.14,0,3.76,On Time,On Time,2023-03,High Value
1752712049,2024-08-31 16:03:49,Cash,2015.68,56195475,Falguni Date,Ahmedabad,Regular,440875,Baby Wipes,Baby Care,Loyal Inc,1,275.03,275.03,12,4.33,Slightly Delayed,On Time,2024-08,High Value
8187201830,2024-04-30 04:27:38,UPI,1843.61,82529927,Yoshita Jain,Chinsurah,Inactive,925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,3,475.04,1425.1200000000001,-4,4.44,On Time,On Time,2024-04,High Value
6900896329,2024-02-01 02:23:06,Cash,4864.14,65903057,Krishna Shroff,Uluberia,Regular,557908,Vitamins,Pharmacy,Sundaram Inc,2,942.37,1884.74,2,2.14,On Time,On Time,2024-02,High Value
3793977529,2023-09-02 19:12:26,UPI,2835.92,21425168,Gavin Panchal,Aligarh,New,256051,Lotion,Personal Care,"Mannan, Naidu and Sama",3,400.92,1202.76,0,4.5,On Time,On Time,2023-09,High Value
194459698,2023-06-15 15:44:24,Card,2203.94,88553721,Vritti Mangat,Kadapa,Regular,760684,Rice,Grocery & Staples,Kanda-Gupta,1,71.6,71.6,-1,1.01,On Time,On Time,2023-06,High Value
9330447952,2024-03-30 18:24:14,UPI,3410.21,37362180,Praneel Mangat,Visakhapatnam,Regular,376447,Butter,Dairy & Breakfast,Gara and Sons,1,724.84,724.84,5,3.13,On Time,On Time,2024-03,High Value
2097372277,2024-01-25 04:46:48,Card,3122.85,14693393,Chavvi Iyer,Proddatur,New,757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",2,98.32,196.64,-4,0.71,On Time,On Time,2024-01,High Value
7060954153,2023-11-01 20:55:47,Cash,2354.95,91130614,Rayaan Seth,Jabalpur,Inactive,903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",3,551.88,1655.6399999999999,-5,1.89,On Time,On Time,2023-11,High Value
2921310646,2024-07-08 14:27:33,Wallet,2915.52,40117357,Jai Murty,Imphal,New,63769,Lotion,Personal Care,Dalal-Shan,1,878.07,878.07,0,4.35,On Time,On Time,2024-07,High Value
3983082555,2023-06-05 05:54:09,Card,530.85,51670882,Krishna Hans,Dehradun,Inactive,94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",3,77.11,231.32999999999998,22,2.56,Significantly Delayed,On Time,2023-06,Normal
4867298468,2024-04-23 09:33:05,Card,2508.01,13492411,Ekaraj Mahal,Patna,Regular,82484,Baby Food,Baby Care,Mallick PLC,3,914.88,2744.64,4,1.6,On Time,On Time,2024-04,High Value
3402631472,2024-05-03 21:25:40,Card,2871.88,52032226,Jagvi Choudhury,Jodhpur,Premium,91670,Dish Soap,Household Care,Barman-Ahluwalia,2,439.24,878.48,0,4.47,On Time,On Time,2024-05,High Value
1648146562,2023-05-14 23:08:30,Cash,2953.31,95364457,Nitara Bandi,Ramagundam,Premium,398340,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",1,651.93,651.93,-3,3.06,On Time,On Time,2023-05,High Value
5907766010,2024-10-07 14:03:49,Wallet,3937.4,12272282,Dev Bal,Sikar,Regular,114414,Vitamins,Pharmacy,Kara-Golla,2,832.06,1664.12,11,4.11,Slightly Delayed,On Time,2024-10,High Value
9233577456,2023-12-30 04:00:41,Card,2309.81,96853930,Jagvi Varty,Bhopal,Premium,131136,Salt,Grocery & Staples,Deshpande-Rama,2,37.8,75.6,-1,4.29,On Time,On Time,2023-12,High Value
4084808075,2024-10-11 17:45:30,Card,2698.15,65815155,Amara Palan,Bangalore,New,324809,Bread,Dairy & Breakfast,Sidhu PLC,3,608,1824,-2,0.66,On Time,On Time,2024-10,High Value
7217049550,2024-07-11 09:32:17,UPI,1886.59,24137201,Jyoti Grewal,Haridwar,New,552496,Dish Soap,Household Care,Dhar PLC,3,508,1524,24,2.87,Significantly Delayed,On Time,2024-07,High Value
1831943568,2024-05-23 17:20:24,Cash,3575.33,69863493,Yashica Madan,Junagadh,Regular,799459,Vitamins,Pharmacy,"Garg, Kari and Kapur",3,852.02,2556.06,5,1.86,On Time,On Time,2024-05,High Value
8707473624,2023-12-20 08:27:35,Cash,1333.69,22524981,Samar Sengupta,South Dumdum,New,990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,3,263.7,791.0999999999999,-3,4.9,On Time,On Time,2023-12,High Value
7075868285,2024-03-01 06:04:05,Wallet,1704.88,5226128,Wridesh Mander,Bhimavaram,New,336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",1,936.98,936.98,4,3.48,On Time,On Time,2024-03,High Value
5164162918,2023-11-18 14:59:10,Wallet,1869.56,96903782,Tanish Andra,Kakinada,Regular,784827,Baby Wipes,Baby Care,Balakrishnan Ltd,3,274.25,822.75,-1,3.51,On Time,On Time,2023-11,High Value
2175298644,2024-05-11 05:13:19,Wallet,1857.59,72132838,Yashvi Kashyap,Raurkela Industrial Township,Premium,970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",1,827.44,827.44,-2,2.91,On Time,On Time,2024-05,High Value
5882568464,2023-04-13 08:26:05,Cash,1706.73,49258916,Zehaan Thakur,Jaipur,Inactive,623234,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,2,329.79,659.58,-2,2.42,On Time,On Time,2023-04,High Value
7847708619,2023-10-23 00:57:21,Cash,3606.96,35402531,Eta Gola,Kulti,New,837480,Cough Syrup,Pharmacy,Edwin and Sons,2,217.4,434.8,1,2.54,On Time,On Time,2023-10,High Value
6366048116,2024-08-05 08:56:18,Cash,1072.64,78732957,Madhav Anne,Malegaon,New,679321,Cola,Cold Drinks & Juices,Khurana-Dewan,3,738.46,2215.38,-2,2.19,On Time,On Time,2024-08,High Value
4926287333,2023-08-08 02:39:21,Cash,2890.49,31233120,Veer Krish,Lucknow,Regular,747801,Toilet Cleaner,Household Care,Saha-Vora,1,277.76,277.76,1,2.68,On Time,On Time,2023-08,High Value
5532838325,2024-07-24 23:26:26,Cash,1133.25,6982488,Vanya Sachdev,Jalna,New,264803,Vitamins,Pharmacy,Gole-Doshi,3,995.98,2987.94,-3,3.85,On Time,On Time,2024-07,High Value
2567996236,2023-10-31 08:04:08,Cash,2831.03,81584486,Orinder Kurian,Hazaribagh,Inactive,714999,Bread,Dairy & Breakfast,Kala Group,3,882.51,2647.5299999999997,-1,1,On Time,On Time,2023-10,High Value
2655613624,2024-06-26 13:15:57,UPI,2384.64,46623192,Warinder Sastry,Nizamabad,New,131748,Dog Food,Pet Care,"Shroff, Wason and Dugar",2,81.35,162.7,29,1.78,Significantly Delayed,On Time,2024-06,High Value
7706089549,2023-10-08 04:09:20,Cash,2062.54,44562310,Harsh Om,Warangal,Inactive,990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,1,263.7,263.7,0,3.96,On Time,On Time,2023-10,High Value
8257370396,2023-12-24 08:13:46,Card,160.07,25221501,Pratyush De,Orai,Regular,451933,Wheat Flour,Grocery & Staples,Nadig Ltd,1,568.94,568.94,16,1.33,Significantly Delayed,On Time,2023-12,Normal
8623808984,2024-04-13 05:34:58,Card,1911.03,37551429,Diya Chand,Khandwa,Regular,462526,Curd,Dairy & Breakfast,Pau and Sons,2,449.97,899.94,6,3.27,Slightly Delayed,On Time,2024-04,High Value
7579506101,2023-04-06 01:16:48,UPI,978.84,72366758,Vedant Sengupta,Ichalkaranji,Inactive,487065,Chips,Snacks & Munchies,Kadakia-Yadav,2,374.68,749.36,-3,2.05,On Time,On Time,2023-04,Normal
8861024199,2023-11-29 05:51:08,Cash,1015.26,29902416,Falak Choudhry,Tenali,Inactive,329351,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",2,310.87,621.74,-4,0.54,On Time,On Time,2023-11,High Value
7666131311,2023-05-01 15:46:52,UPI,3643.76,84456355,Avi Ratti,Karawal Nagar,New,39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",1,946.86,946.86,5,4.09,On Time,On Time,2023-05,High Value
103589925,2024-05-17 23:30:05,UPI,3805.99,65406127,Anita Ganguly,Nangloi Jat,Premium,542300,Popcorn,Snacks & Munchies,Gulati-Tandon,3,255.35,766.05,10,1.05,Slightly Delayed,On Time,2024-05,High Value
7346858138,2023-11-22 16:43:38,UPI,1530.63,16785724,Indali Majumdar,Vellore,Regular,552496,Dish Soap,Household Care,Dhar PLC,3,508,1524,-3,1.78,On Time,On Time,2023-11,High Value
4963962664,2023-09-28 11:44:23,Cash,4132.1,80935110,Oscar Bir,Tumkur,Regular,820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",1,576.22,576.22,-4,4.59,On Time,On Time,2023-09,High Value
9069936094,2024-06-23 12:54:13,Cash,2841.51,90696847,Balendra Choudhary,Bathinda,Regular,991434,Cookies,Snacks & Munchies,Mital-Oza,3,237.62,712.86,23,3.6,Significantly Delayed,On Time,2024-06,High Value
4665363191,2024-10-13 19:46:11,Wallet,2035.62,73660582,Timothy Bhalla,Agra,Premium,187399,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,3,53.49,160.47,6,1.61,Slightly Delayed,On Time,2024-10,High Value
888510905,2024-06-27 18:06:56,Cash,1305.23,27824078,Caleb Ramakrishnan,Jalna,Inactive,256051,Lotion,Personal Care,"Mannan, Naidu and Sama",2,400.92,801.84,12,1.18,Slightly Delayed,On Time,2024-06,High Value
6876091286,2024-10-05 00:23:02,UPI,3152.71,49136375,Rohan Basak,Bathinda,Inactive,903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",3,551.88,1655.6399999999999,-2,1.57,On Time,On Time,2024-10,High Value
2592923105,2023-04-23 00:02:24,Card,5123.14,78806824,Yashawini Vasa,Guntakal,Premium,925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,3,475.04,1425.1200000000001,23,4.84,Significantly Delayed,On Time,2023-04,High Value
2468550508,2024-08-21 13:50:50,UPI,3712.25,59620534,Oeshi Sethi,Ambattur,Premium,473647,Toothpaste,Personal Care,Ben-Ravi,2,43.05,86.1,3,3.31,On Time,On Time,2024-08,High Value
5302956276,2024-01-22 22:37:17,UPI,1495.19,97111069,Megha Hora,North Dumdum,Inactive,56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",3,517.77,1553.31,0,3.16,On Time,On Time,2024-01,High Value
9409714182,2023-05-25 05:14:31,Card,2856.32,59110513,Chaaya Mody,Raebareli,Inactive,658389,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",1,152.55,152.55,12,0.86,Slightly Delayed,On Time,2023-05,High Value
1446221570,2024-09-26 09:57:18,Wallet,1905.44,59216664,Netra Keer,Deoghar,Regular,952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",2,236.95,473.9,-1,1.43,On Time,On Time,2024-09,High Value
8250036360,2024-06-21 14:01:28,Wallet,1940.19,88203688,Chavvi Karan,Chittoor,New,256051,Lotion,Personal Care,"Mannan, Naidu and Sama",3,400.92,1202.76,1,4.62,On Time,On Time,2024-06,High Value
447464341,2024-03-03 12:48:39,Wallet,3113.07,89669139,Bishakha Natarajan,Tiruppur,Premium,378230,Nuts,Snacks & Munchies,Kala-Vig,2,166.42,332.84,7,4.08,Slightly Delayed,On Time,2024-03,High Value
15642223,2023-11-06 21:10:23,Cash,1712.74,85020453,Hamsini Tripathi,Jaunpur,Premium,937542,Wheat Flour,Grocery & Staples,Khurana and Sons,3,97.04,291.12,3,1.44,On Time,On Time,2023-11,High Value
3285378238,2024-08-15 05:21:32,Wallet,2599.64,66943324,Gavin Karnik,Gorakhpur,Premium,291238,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",2,746.03,1492.06,15,1.46,Slightly Delayed,On Time,2024-08,High Value
2356483296,2023-07-25 17:06:01,UPI,2030.68,49529811,Zayyan Swaminathan,Pimpri-Chinchwad,Regular,382511,Butter,Dairy & Breakfast,Bora-Thakkar,1,702.54,702.54,8,3.25,Slightly Delayed,On Time,2023-07,High Value
3382911339,2023-12-12 14:35:18,Card,1666.57,23380116,Neelima Mody,Jehanabad,New,697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",1,123.74,123.74,-1,4.92,On Time,On Time,2023-12,High Value
3690872026,2023-07-09 08:07:37,Cash,1203.31,1152215,Yachana Pathak,Dhanbad,Inactive,951463,Pet Treats,Pet Care,Balakrishnan-Kaur,3,787.4,2362.2,5,3.81,On Time,On Time,2023-07,High Value
6755367585,2024-09-03 18:44:34,UPI,2115.53,54057428,Chatura Contractor,Panvel,New,561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,1,874.78,874.78,-3,4.56,On Time,On Time,2024-09,High Value
6835850079,2023-08-13 22:56:33,UPI,934.75,68965787,Ekavir Agate,Dhule,Premium,880510,Bread,Dairy & Breakfast,Roy-Char,3,951.43,2854.29,3,3.44,On Time,On Time,2023-08,Normal
9345418784,2024-02-22 10:03:24,Cash,2469.41,58644651,Gaurangi Vala,Secunderabad,New,771228,Pet Treats,Pet Care,Raja and Sons,3,83.18,249.54000000000002,4,4.58,On Time,On Time,2024-02,High Value
7185243614,2024-01-10 19:01:39,UPI,1223.58,51994597,Xavier Divan,Mira-Bhayandar,Regular,552883,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",3,888.16,2664.48,2,2.47,On Time,On Time,2024-01,High Value
2319044818,2024-04-06 20:31:22,Wallet,2861.37,82425179,Gagan Patil,Kakinada,Regular,615545,Soap,Personal Care,Barman Inc,1,448.16,448.16,-4,1.98,On Time,On Time,2024-04,High Value
931834374,2024-09-30 12:51:20,Wallet,361.89,17392512,Lavanya Bumb,Secunderabad,Premium,41853,Curd,Dairy & Breakfast,Handa PLC,3,910.44,2731.32,0,1.72,On Time,On Time,2024-09,Normal
8485398781,2024-04-20 19:01:45,Wallet,2156.87,40593638,Wridesh Ratti,Purnia,Premium,33955,Frozen Pizza,Instant & Frozen Food,Baral Group,2,186.08,372.16,0,0.62,On Time,On Time,2024-04,High Value
9806464912,2024-08-21 12:00:48,Card,2405.76,31981068,Hemang Sarkar,Shivpuri,Regular,133542,Detergent,Household Care,Edwin-Lall,3,68.49,205.46999999999997,14,4.41,Slightly Delayed,On Time,2024-08,High Value
8214365128,2024-07-10 18:08:38,Wallet,3595.22,42012717,Edhitha Sahota,Jabalpur,Regular,542300,Popcorn,Snacks & Munchies,Gulati-Tandon,2,255.35,510.7,-4,2.87,On Time,On Time,2024-07,High Value
137089318,2024-05-23 15:38:38,Wallet,2254.26,6637282,Damini Lad,North Dumdum,Inactive,39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",2,946.86,1893.72,-5,3.62,On Time,On Time,2024-05,High Value
7615602420,2024-05-30 09:20:58,Cash,922.64,63402854,Pallavi Sidhu,Kollam,New,714999,Bread,Dairy & Breakfast,Kala Group,3,882.51,2647.5299999999997,5,2.32,On Time,On Time,2024-05,Normal
3995348964,2024-06-03 16:20:56,Cash,1613.86,44828791,Zansi Panchal,"Khora ",New,697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",3,123.74,371.21999999999997,4,4.1,On Time,On Time,2024-06,High Value
3816542830,2023-08-18 14:48:14,UPI,3294.67,81822935,Dhruv Ganguly,Nanded,Regular,942001,Cat Food,Pet Care,Acharya Ltd,3,671.55,2014.6499999999999,-4,1.05,On Time,On Time,2023-08,High Value
9665004924,2023-07-29 15:32:25,Wallet,3564.53,90184276,Vasudha Brar,Kurnool,Inactive,349294,Onions,Fruits & Vegetables,Ganesan Ltd,3,934.75,2804.25,-1,3.11,On Time,On Time,2023-07,High Value
1728547597,2024-06-09 07:47:29,Card,236.51,98444183,Radha D’Alia,Tenali,Regular,798639,Eggs,Dairy & Breakfast,Subramaniam LLC,2,211.25,422.5,19,2.16,Significantly Delayed,On Time,2024-06,Normal
